raceId,sexId,variationId,beardGeoset,moustacheGeoset,sideburnGeoset,otherGeoset_1,otherGeoset_2,otherGeoset_3
1,0,1,80190984,0,1960,1,2,1
1,0,2,80190984,0,1960,1,2,1
1,0,3,80190984,0,1960,2,1,2
1,0,4,80190984,0,1960,2,2,2
1,0,5,80190984,0,1960,1,2,2
1,0,6,80190984,0,1960,2,2,1
1,0,7,80190984,0,1960,1,2,1
3,0,0,2010404113,132302,2445512,2,2,2
6,0,0,2010404113,132302,2445512,0,0,0
6,0,1,2,2,2,2,2,2
6,0,2,3,3,3,3,3,3
3,0,1,2010404113,132302,2445512,3,3,3
3,0,2,2010404113,132302,2445512,4,4,4
3,0,3,2010404113,132302,2445512,5,5,5
3,0,4,2010404113,132302,2445512,6,6,6
4,0,0,2010404113,132302,2445512,1,1,1
4,0,1,2,2,2,2,2,2
4,0,2,3,3,3,3,3,3
4,0,3,4,4,4,4,4,4
4,0,4,5,5,5,5,5,5
4,0,5,6,6,2,6,6,2
4,0,6,2010404113,132302,2445512,1,2,1
4,0,7,2010404113,132302,2445512,1,3,1
4,0,8,2010404113,132302,2445512,1,5,1
4,0,9,2010404113,132302,2445512,1,6,1
4,0,10,2010404113,132302,2445512,1,7,1
4,0,11,2010404113,132302,2445512,3,4,3
2,0,0,0,0,0,0,0,0
3,1,0,0,0,0,0,0,0
4,1,0,2010404113,132302,2445512,0,0,0
6,0,3,4,4,4,4,4,4
6,0,4,5,5,5,5,5,5
6,0,5,6,6,6,6,6,6
1,0,8,80190984,0,1960,1,1,1
3,0,5,2010404113,132302,2445512,7,7,7
3,0,6,2010404113,132302,2445512,8,8,8
3,0,7,2010404113,132302,2445512,9,9,9
3,0,8,2010404113,132302,2445512,10,10,10
3,0,9,2010404113,132302,2445512,11,11,11
3,0,10,2010404113,132302,2445512,12,12,12
3,0,11,2010404113,132302,2445512,0,1,0
3,0,12,2010404113,132302,2445512,0,2,0
3,0,13,2010404113,132302,2445512,0,3,0
3,0,14,2010404113,132302,2445512,0,4,0
3,0,15,2010404113,132302,2445512,0,5,0
3,0,16,2010404113,132302,2445512,0,6,0
3,0,17,2010404113,132302,2445512,0,7,0
3,0,18,2010404113,132302,2445512,0,8,0
3,0,19,2010404113,132302,2445512,0,9,0
2,0,1,0,0,0,0,0,0
2,0,2,2010404113,132302,2445512,2,0,0
2,0,3,2010404113,132302,2445512,3,0,0
2,0,4,2010404113,132302,2445512,4,0,0
2,0,5,2010404113,132302,2445512,5,0,0
2,0,6,2010404113,132302,2445512,6,0,0
2,0,7,2010404113,132302,2445512,7,0,0
2,0,8,2010404113,132302,2445512,8,0,0
2,0,9,2010404113,132302,2445512,9,0,0
2,0,10,2010404113,131664,2445512,10,0,0
4,1,1,2010404113,132302,2445512,0,0,0
4,1,2,2010404113,132302,2445512,0,0,0
4,1,3,2010404113,132302,2445512,0,0,0
4,1,4,2010404113,132302,2445512,0,0,0
4,1,5,2010404113,132302,2445512,0,0,0
4,1,6,2010404113,132302,2445512,0,0,0
